ID,Name,NumYears,MinYear,MeanYear,StdDevYears,MaxYear
3154,Ketan R. Bulsara,1,2008,2008,0,2008
3155,Kevin A. Roundy,1,2017,2017,0,2017
3156,Kevin B. Inkpen,1,1998,1998,0,1998
3157,Kevin Beason,1,2009,2009,0,2009
3158,Kevin Bensema,1,2013,2013,0,2013
3159,Kevin Biolsi,1,1990,1990,0,1990
3160,Kevin Boone,1,2011,2011,0,2011
3161,Kevin Buchin,1,2011,2011,0,2011
3162,Kevin G. Yager,1,2020,2020,0,2020
3163,Kevin I.-J. Ho,3,2007,2007,0,2007
3164,Kevin Kreeger,1,1999,1999,0,1999
3165,Kevin Montgomery,3,1998,2000,1.73205080756888,2001
3166,Kevin P. McAuliffe,1,1992,1992,0,1992
3167,Kevin R. Gurney,1,2008,2008,0,2008
3168,Kevin Stamper,1,2004,2004,0,2004
3169,Kevin T. Maher,1,2021,2021,0,2021
3170,Kevin T. McDonnell,3,2000,2004,4,2008
3171,Kevin Tanty,1,2004,2004,0,2004
3172,Kevin Tate,1,2015,2015,0,2015
3173,Kevin Verbeek,3,2010,2012.66666666667,3.78593889720018,2017
3174,Kevin W. Boyack,1,2001,2001,0,2001
3175,Kevin W. Kurtz,1,2001,2001,0,2001
3176,Kevin Wampler,1,2004,2004,0,2004
3177,Khai N. Truong,1,2019,2019,0,2019
3178,Khairi Reda,3,2015,2017.33333333333,2.51661147842358,2020
3179,Khaled A. Al-Thelaya,1,2020,2020,0,2020
3180,Kikuo Fujimura,1,1997,1997,0,1997
3181,Kim F. Wong,1,2013,2013,0,2013
3182,Kim H. Esbensen,1,1994,1994,0,1994
3183,Kim Marriott,16,2006,2015.75,4.29728596519555,2021
3184,Kim Morla,1,1996,1996,0,1996
3185,Kimani C. Toussaint,1,2013,2013,0,2013
3186,Kimberly C. Claffy,1,1996,1996,0,1996
3187,Kiril Vidimce,1,1997,1997,0,1997
3188,Kirk L. Duffin,1,1994,1994,0,1994
3189,Kirk Riley,1,2003,2003,0,2003
3190,Kittiboon Junyaprasert,1,1997,1997,0,1997
3191,Klaus Engel,3,1999,2000.33333333333,1.52752523165195,2002
3192,Klaus Greff,1,2012,2012,0,2012
3193,Klaus Gwinner,1,2012,2012,0,2012
3194,Klaus H. Hinrichs,4,2000,2006.75,4.57347424467075,2010
3195,Klaus Hildebrandt,1,2016,2016,0,2016
3196,Klaus Kremer,1,1998,1998,0,1998
3197,Klaus Mueller,33,1996,2007.24242424242,6.60979530238221,2019
3198,Klaus Reichenberger,2,1995,1995,0,1995
3199,Ko-Chih Wang,2,2019,2019,0,2019
3200,Koenraad Brosens,1,2020,2020,0,2020
3201,Koji Koyamada,4,1992,2000.5,13.1021626713557,2020
3202,Kollukuduru Sravanthi,1,2009,2009,0,2009
3203,Konrad Polthier,1,1998,1998,0,1998
3204,Konstantin Baumann,1,2000,2000,0,2000
3205,Konstantin Dmitriev,1,2016,2016,0,2016
3206,Konstantinos Efstathiou 0001,2,2012,2013.5,2.12132034355964,2015
3207,Konstantinos Fostiropoulos,1,1999,1999,0,1999
3208,Kori Inkpen,1,2010,2010,0,2010
3209,Kori Inkpen Quinn,1,2009,2009,0,2009
3210,Kossi D. Edoh,1,1995,1995,0,1995
3211,Kostiantyn Kucher,1,2020,2020,0,2020
3212,Kree Cole-McLaughlin,1,2002,2002,0,2002
3213,Kresimir Matkovic,15,2002,2010.4,4.86679712806218,2019
3214,Kris Sikorski,1,1995,1995,0,1995
3215,Krishna Chaitanya Gurijala,3,2010,2011.66666666667,1.52752523165195,2013
3216,Krishna Desai,1,2009,2009,0,2009
3217,Krishna M. Roskin,1,2000,2000,0,2000
3218,Krishna P. C. Madhavan,1,2014,2014,0,2014
3219,Krist Wongsuphasawat,4,2009,2012.75,2.98607881119482,2016
3220,Kristanto Sean Njotoprawiro,1,2018,2018,0,2018
3221,Kristian Hildebrand,2,2005,2005,0,2005
3222,Kristin A. Cook,5,2009,2014.2,2.94957624075053,2016
3223,Kristin Divis,2,2017,2017.5,0.707106781186548,2018
3224,Kristin Potter,1,2007,2007,0,2007
3225,Kristina Santilli,1,2004,2004,0,2004
3226,Kristine Lee,1,2017,2017,0,2017
3227,Kristine Recktenwald,1,2004,2004,0,2004
3228,Kristína Zákopcanová,1,2020,2020,0,2020
3229,Krzysztof Niski,1,2007,2007,0,2007
3230,Krzysztof Z. Gajos,2,2011,2012,1.4142135623731,2013
3231,Kuang-chih Lee,1,2001,2001,0,2001
3232,Kuangyu Shi,1,2005,2005,0,2005
3233,Kui Wu 0003,1,2016,2016,0,2016
3234,Kun Zhou,2,2014,2017,4.24264068711928,2020
3235,Kun-Ting Chen,1,2021,2021,0,2021
3236,Kuno Kurzhals,5,2012,2014.2,1.6431676725155,2016
3237,Kurt Augustine,1,2009,2009,0,2009
3238,Kurt Dejgaard,1,2009,2009,0,2009
3239,Kurt Severance,1,2001,2001,0,2001
3240,Kurt Stockinger,2,2005,2005.5,0.707106781186548,2006
3241,Kushin Mukherjee,1,2021,2021,0,2021
3242,Kwan-Liu Ma,70,1992,2009.64285714286,7.58533236455367,2021
3243,Kyeongpil Kang,1,2016,2016,0,2016
3244,Kyle Koh,1,2010,2010,0,2010
3245,Kyle Smith,1,1993,1993,0,1993
3246,Kyle Wm. Hall,2,2019,2020,1.4142135623731,2021
3247,Kylie Lin,1,2021,2021,0,2021
3248,Kyoji Hirata,1,1996,1996,0,1996
3249,Kyoko Nakamura,1,1997,1997,0,1997
3250,Kyoung Ho Lee,1,2016,2016,0,2016
3251,L. Gleason,1,1993,1993,0,1993
3252,L. I. Ponomarev,1,1993,1993,0,1993
3253,L. J. Johnston,1,1995,1995,0,1995
3254,L. R. Seidenberg,1,1992,1992,0,1992
3255,L. Ruby Leung,1,2000,2000,0,2000
3256,L. van der Sluis,1,1991,1991,0,1991
3257,Lace M. K. Padilla,4,2016,2018.5,2.08166599946613,2021
3258,Ladislav Cmolík,2,2018,2019.5,2.12132034355964,2021
3259,Lalitha Viswanath,1,2004,2004,0,2004
3260,Lambertus Hesselink,9,1990,1995.55555555556,4.33333333333333,2004
3261,Lamont Samuels,1,2015,2015,0,2015
3262,Lane Harrison,10,2010,2014.3,3.30151480384384,2020
3263,Larry A. Curtiss,1,2015,2015,0,2015
3264,Larry Brumbaugh,1,2001,2001,0,2001
3265,Larry Carter,3,1990,1991.33333333333,1.52752523165195,1993
3266,Larry F. Hodges,2,1995,1998.5,4.94974746830583,2002
3267,Larry L. Smarr,1,1991,1991,0,1991
3268,Larry Rosenblum,1,2007,2007,0,2007
3269,Larry Seiler,1,2009,2009,0,2009
3270,Larry Smithmier,1,1997,1997,0,1997
3271,Lars Erik Holmquist,2,1999,2001,2.82842712474619,2003
3272,Lars Grammel,1,2010,2010,0,2010
3273,Lars Huettenberger,1,2014,2014,0,2014
3274,Lars Hufnagel,1,2015,2015,0,2015
3275,Lars Kuehne,1,2012,2012,0,2012
3276,Lars Linsen,6,2005,2011.83333333333,5.49241901776136,2018
3277,Lars S. Nyland,1,2000,2000,0,2000
3278,Lars Schuchardt,1,2004,2004,0,2004
3279,Lars Stegger,1,2008,2008,0,2008
3280,Lars Wigström,1,2002,2002,0,2002
3281,Lars-Arne Schreyer,1,1994,1994,0,1994
3282,Lars-Erik Haug,2,2009,2010,1.4142135623731,2011
3283,Laura A. McNamara,1,2009,2009,0,2009
3284,Laura E. Matzen,3,2009,2014.66666666667,4.93288286231625,2018
3285,Laura Florian,1,2011,2011,0,2011
3286,Laura Fritz,2,2008,2008.5,0.707106781186548,2009
3287,Laura Garrison,1,2021,2021,0,2021
3288,Laura J. Perovich,1,2020,2020,0,2020
3289,Laura Monroe,1,2012,2012,0,2012
3290,Laura Raya,1,2015,2015,0,2015
3291,Laura Tateosian,1,2010,2010,0,2010
3292,Laura von Rüden,1,2016,2016,0,2016
3293,Lauren Bradel,3,2013,2015,2.64575131106459,2018
3294,Lauren Dietrich,1,2004,2004,0,2004
3295,Lauren R. Samuels,1,2015,2015,0,2015
3296,Lauren Thorson,1,2014,2014,0,2014
3297,Laurent Balmelli,1,2002,2002,0,2002
3298,Laurent Castanie,2,2005,2005.5,0.707106781186548,2006
3299,Laurent Condat,1,2010,2010,0,2010
3300,Laurent Lessard,3,2019,2020,1,2021
3301,Laurent Saroul,1,2003,2003,0,2003
3302,Laurin Herr,1,1990,1990,0,1990
3303,Lauro Didier Lins,3,2009,2011,2,2013
3304,Lawrence D. Bergman,1,1995,1995,0,1995
3305,Lawrence H. Staib,1,2008,2008,0,2008
3306,Lawrence J. Rosenblum,2,1991,1993.5,3.53553390593274,1996
3307,Lawrence Lee,1,2020,2020,0,2020
3308,Lawrence Roy,4,2017,2018.5,1.29099444873581,2020
3309,Lawrence T. Glickman,1,2007,2007,0,2007
3310,Layla Shahamat,1,2006,2006,0,2006
3311,Layne T. Watson,3,1998,2003,7.81024967590665,2012
3312,Le Liu 0007,1,2018,2018,0,2018
3313,Le Song,1,2004,2004,0,2004
3314,Leandro A. F. Fernandes,2,2008,2008.5,0.707106781186548,2009
3315,Leanna House,6,2011,2015.16666666667,2.92688685580203,2018
3316,Lee Byron,1,2008,2008,0,2008
3317,Lee Inman,1,2004,2004,0,2004
3318,Lee M. Seversky,1,2016,2016,0,2016
3319,Lee S. Elson,1,1994,1994,0,1994
3320,Lei Fang,1,2019,2019,0,2019
3321,Lei Qin,1,2019,2019,0,2019
3322,Lei Shi 0002,4,2010,2013,2.94392028877595,2016
3323,Lei Wang 0024,1,2012,2012,0,2012
3324,Lei Zhang,1,2020,2020,0,2020
3325,Leif Kobbelt,1,2002,2002,0,2002
3326,Leila De Floriani,3,1997,2001.33333333333,6.65832811847939,2009
3327,Leilani Battle,4,2019,2020,0.816496580927726,2021
3328,Leishi Zhang,2,2012,2014,2.82842712474619,2016
3329,Lejun Shen,1,2020,2020,0,2020
3330,Leland Wilkinson,6,2005,2011.5,4.03732584763727,2017
3331,Len Kne,1,2014,2014,0,2014
3332,Lendie Follett,1,2012,2012,0,2012
3333,Leni Yang,2,2019,2020,1.4142135623731,2021
3334,Leo Joskowicz,1,1998,1998,0,1998
3335,Leon Sering,1,2011,2011,0,2011
3336,Leonid Ulitsky,1,1998,1998,0,1998
3337,Leonid Zhukov,3,2002,2002.33333333333,0.577350269189626,2003
3338,Les Carr,1,1999,1999,0,1999
3339,Lesley Brankin,1,1993,1993,0,1993
3340,Leslie Keely,1,1998,1998,0,1998
3341,Leslie M. Blaha,1,2017,2017,0,2017
3342,Leslie Wu,1,2008,2008,0,2008
3343,Lester Kwock,1,2010,2010,0,2010
3344,Levente Sipeki,1,2013,2013,0,2013
3345,Lewis W. F. Li,1,2006,2006,0,2006
3346,Lexing Xie,1,2019,2019,0,2019
3347,Lexing Ying,1,2001,2001,0,2001
3348,Lezhi Li,1,2018,2018,0,2018
3349,Li Chen,3,2002,2012.33333333333,9.29157324317757,2020
3350,Li Tan,2,2010,2010.5,0.707106781186548,2011
3351,Li Yu,1,2013,2013,0,2013
3352,Li Zhang,1,2011,2011,0,2011
3353,Liang Gou,7,2011,2016,3.87298334620742,2021
3354,Liang Yu,1,2015,2015,0,2015
3355,Liang Zhou 0001,3,2020,2020.33333333333,0.577350269189626,2021
3356,Liang-Chi Hsieh,1,2015,2015,0,2015
3357,Liangge Hsu,1,2019,2019,0,2019
3358,Liangjun Liu,1,2020,2020,0,2020
3359,Lichan Hong,8,1994,1997,3.85449644663773,2006
3360,Lifeng Zhu,2,2017,2017,0,2017
3361,Lihong Cai,1,2020,2020,0,2020
3362,Lihua Hao,1,2015,2015,0,2015
3363,Lijie Xu,1,2010,2010,0,2010
3364,Lijing Lin,1,2017,2017,0,2017
3365,Lijun Wang,1,2009,2009,0,2009
3366,Limei Che,1,2012,2012,0,2012
3367,Lin Jing,1,2012,2012,0,2012
3368,Lin Shao,1,2014,2014,0,2014
3369,Lin Yan,1,2019,2019,0,2019
3370,Lincan Zou,2,2020,2020.5,0.707106781186548,2021
3371,Linda M. Stone,1,1994,1994,0,1994
3372,Linda Pickle,2,1998,1999.5,2.12132034355964,2001
3373,Linda T. Kaastra,3,2007,2007,0,2007
3374,Ling Li 0006,1,2003,2003,0,2003
3375,Ling Xiao,3,2005,2006.33333333333,1.52752523165195,2008
3376,Ling-Jan Chiang,1,1999,1999,0,1999
3377,Lingxiao Zhao,1,2006,2006,0,2006
3378,Lingyun Yu,10,2010,2017.7,4.00138864784603,2021
3379,Linhao Meng,1,2018,2018,0,2018
3380,Lionel M. Ni,3,2011,2013.33333333333,2.08166599946613,2015
3381,Lior Berry,1,2004,2004,0,2004
3382,Liqun Jin,1,1996,1996,0,1996
3383,Liran Carmel,2,2002,2002.5,0.707106781186548,2003
3384,Lisa G. Ice,1,2007,2007,0,2007
3385,Lisa K. Forssell,1,1994,1994,0,1994
3386,Lisa Kuchy,1,2008,2008,0,2008
3387,Lisa M. Desjarlais,1,1990,1990,0,1990
3388,Lisa M. Sobierajski,4,1992,1994.25,1.70782512765993,1996
3389,Lisa Singh,2,2007,2009,2.82842712474619,2011
3390,Lisa Sobierajski Avila,1,1997,1997,0,1997
3391,Lisa Tweedie,1,1995,1995,0,1995
3392,Lisanne van Dijk,1,2021,2021,0,2021
3393,Lise Getoor,3,2006,2008,2.64575131106459,2011
3394,Liting Sun,1,2014,2014,0,2014
3395,Liviu Tancau,1,2003,2003,0,2003
3396,Liying Sun,1,2004,2004,0,2004
3397,Liz Osten,1,2004,2004,0,2004
3398,Liz Sonenberg,1,1995,1995,0,1995
3399,Lloyd A. Treinish,1,1992,1992,0,1992
3400,Lloyd Treinish,12,1992,1996,3.46410161513775,2002
3401,Llyr ap Cenydd,1,2011,2011,0,2011
3402,Loey Knapp,1,1994,1994,0,1994
3403,Lok M. Hwa,1,2004,2004,0,2004
3404,Loki Jörgenson,2,1995,1995.5,0.707106781186548,1996
3405,Lola W. Anacker,1,1991,1991,0,1991
3406,Long Wang,1,2014,2014,0,2014
3407,Lonni Besançon,2,2016,2017,1.4142135623731,2018
3408,Lora Oehlberg,1,2021,2021,0,2021
3409,Lorenz Hurni,1,2020,2020,0,2020
3410,Lorenz Linhardt,1,2017,2017,0,2017
3411,Loretta Auvil,2,2007,2007,0,2007
3412,Lori L. Scarlatos,2,1990,1991,1.4142135623731,1992
3413,Lorna Role,1,2018,2018,0,2018
3414,Lorne Leonard,1,2009,2009,0,2009
3415,Lou Martucci,1,1998,1998,0,1998
3416,Louis Bavoil,2,2005,2005.5,0.707106781186548,2006
3417,Louis C. Vroomen,1,1996,1996,0,1996
3418,Louis Eveillard,1,2015,2015,0,2015
3419,Louis Feng,1,2004,2004,0,2004
3420,Louis H. Kauffman,2,1990,1993,4.24264068711928,1996
3421,Louis Licamele,1,2006,2006,0,2006
3422,Louise Barrett,1,2013,2013,0,2013
3423,Louise C. Abbott,1,2008,2008,0,2008
3424,Louise H. Kellogg,1,2012,2012,0,2012
3425,Lu Chen,1,2021,2021,0,2021
3426,Lu Liu 0017,1,2014,2014,0,2014
3427,Lu Lu,1,2011,2011,0,2011
3428,Lu Ying,1,2021,2021,0,2021
3429,Luana Micallef,1,2012,2012,0,2012
3430,Luc Beaudoin,1,1996,1996,0,1996
3431,Luc Girardin,1,2003,2003,0,2003
3432,Luc Renambot,1,2004,2004,0,2004
3433,Luc Wilson,2,2015,2015.5,0.707106781186548,2016
3434,Luca Gianaroli,1,2011,2011,0,2011
3435,Luca Maria Gambardella,1,2011,2011,0,2011
3436,Lucas Schutz,1,2015,2015,0,2015
3437,Lucian Voinea,2,2004,2004.5,0.707106781186548,2005
3438,Luciana Porcher Nedel,2,2008,2013.5,7.77817459305202,2019
3439,Luciano Floridi,1,2012,2012,0,2012
3440,Lucy T. Nowell,3,2000,2001,1,2002
3441,Lucy Y. Pao,1,2000,2000,0,2000
3442,Ludovic Autin,2,2017,2018.5,2.12132034355964,2020
3443,Luis Gustavo Nonato,10,2009,2013.2,4.02216083439956,2020
3444,Luisa Lu,1,2004,2004,0,2004
3445,Lujin Wang,4,2004,2006,1.82574185835055,2008
3446,Lukas Birn,1,2009,2009,0,2009
3447,Lukas Mroz,5,2000,2001.4,1.67332005306815,2004
3448,Luke Harmon,1,2020,2020,0,2020
3449,Luke J. Gosink,3,2007,2009.33333333333,3.21455025366432,2013
3450,Luke S. Snyder,2,2019,2019,0,2019
3451,Lutz Rastaetter,1,2015,2015,0,2015
3452,Lutz Ritter,1,2004,2004,0,2004
3453,Lvkeshen Shen,1,2021,2021,0,2021
3454,Lydia Byrne,1,2015,2015,0,2015
3455,Lyn Bartram,4,2011,2015.25,5.05799696849784,2021
3456,Lyndsey Franklin,3,2008,2013.66666666667,4.93288286231625,2017
3457,Lynette Hirschman,1,1995,1995,0,1995
3458,Lynn Chien,3,2007,2007.33333333333,0.577350269189626,2008
3459,Lynn McVey,1,2020,2020,0,2020
3460,Lynn Schwendiman,2,2007,2007,0,2007
3461,Lynne Petterson,1,1992,1992,0,1992
3462,Lyubka Sharalieva,1,2012,2012,0,2012
3463,László Dudás,1,2011,2011,0,2011
3464,László Szirmay-Kalos,1,2003,2003,0,2003
3465,M. Andrew Eick,1,2007,2007,0,2007
3466,M. Betro,1,1993,1993,0,1993
3467,M. Braun,1,1992,1992,0,1992
3468,M. Brown,1,1991,1991,0,1991
3469,M. DaSilva,1,2001,2001,0,2001
3470,M. Eduard Gröller,68,1997,2009,5.97507259682369,2020
3471,M. Gao,1,1991,1991,0,1991
3472,M. J. Allison,1,1991,1991,0,1991
3473,M. J. Geller,1,1992,1992,0,1992
3474,M. L. Lantin,1,1998,1998,0,1998
3475,M. Leila Mays,1,2015,2015,0,2015
3476,M. Lieser,1,2020,2020,0,2020
3477,M. Okan Irfanoglu,1,2007,2007,0,2007
3478,M. Pauline Baker,1,2000,2000,0,2000
3479,M. S. Tignor,1,1999,1999,0,1999
3480,M. Scott Marshall,1,2000,2000,0,2000
3481,M. Stella Atkins,3,1998,2001.33333333333,3.51188458428425,2005
3482,M. Vigil,1,1991,1991,0,1991
3483,M. Yousuff Hussaini,2,2000,2000.5,0.707106781186548,2001
3484,M. Zhu,1,1990,1990,0,1990
3485,Maarten H. Everts,2,2009,2009.5,0.707106781186548,2010
3486,Maarten Löffler,1,2016,2016,0,2016
3487,Madelaine Boyd,1,2013,2013,0,2013
3488,Madelaine Daianu,1,2016,2016,0,2016
3489,Madeleine Grunde-McLaughlin,1,2020,2020,0,2020
3490,Madeline L. Parker,1,2018,2018,0,2018
3491,Madhusudhanan Srinivasan,1,2015,2015,0,2015
3492,Madison A. Elliott,1,2020,2020,0,2020
3493,Magdalena Jankowska,1,2012,2012,0,2012
3494,Magdalena Schwarzl,1,2020,2020,0,2020
3495,Magnus Borga,1,2012,2012,0,2012
3496,Magnus Heitzler,2,2013,2016.5,4.94974746830583,2020
3497,Magnus Paulson Erga,1,2018,2018,0,2018
3498,Magnus Strengert,1,2005,2005,0,2005
3499,Maguelonne Teisseire,1,2014,2014,0,2014
3500,Mahbubul Majumder,1,2012,2012,0,2012
3501,Mahdi Pakdaman Naeini,1,2017,2017,0,2017
3502,Mahima Pushkarna,1,2019,2019,0,2019
3503,Mahmud Shahriar Hossain,2,2011,2011.5,0.707106781186548,2012
3504,Mahnas Jean Mohammadi-Aragh,1,2004,2004,0,2004
3505,Mahsa Mirzargar,3,2011,2012.66666666667,1.52752523165195,2014
3506,Mai El-Shehaly,2,2015,2017.5,3.53553390593274,2020
3507,Maik Keller,1,2006,2006,0,2006
3508,Maik Schulze,1,2015,2015,0,2015
3509,Maja Ruby,1,2004,2004,0,2004
3510,Makoto Maruya,1,2003,2003,0,2003
3511,Mala Ananth,1,2018,2018,0,2018
3512,Malcolm Wallace,1,2006,2006,0,2006
3513,Malte Zöckler,1,1996,1996,0,1996
3514,Malú Castellanos,1,2009,2009,0,2009
3515,Mandar Sharma,1,2020,2020,0,2020
3516,Maneesh Agrawala,13,2003,2009.15384615385,4.46926828176145,2019
3517,Manfred Brill,1,1994,1994,0,1994
3518,Manfred Hanfler,1,2005,2005,0,2005
3519,Manfred Weiler,2,2001,2002,1.4142135623731,2003
3520,Manish Marwah,2,2010,2011,1.4142135623731,2012
3521,Manuel Heringer,1,2007,2007,0,2007
3522,Manuel Menezes de Oliveira Neto,4,1998,2005,4.96655480858378,2009
3523,Manuel Rubio-Sánchez,2,2014,2014.5,0.707106781186548,2015
3524,Manuel Stein,2,2014,2015.5,2.12132034355964,2017
3525,Manuela Waldner,3,2011,2014.66666666667,4.04145188432738,2019
3526,Mao Lin Huang,1,2002,2002,0,2002
3527,Mao Ye,1,2017,2017,0,2017
3528,Maoyuan Sun,5,2014,2017,2.73861278752583,2021
3529,Marc Abrams,1,2000,2000,0,2000
3530,Marc Alexa,2,2001,2001,0,2001
3531,Marc Alexander Schweitzer,1,2004,2004,0,2004
3532,Marc Antonijuan,1,2002,2002,0,2002
3533,Marc Borchers,1,2005,2005,0,2005
3534,Marc D. Hansen,1,1998,1998,0,1998
3535,Marc H. Brown,1,1994,1994,0,1994
3536,Marc Hellmuth,1,2010,2010,0,2010
3537,Marc Khoury,1,2010,2010,0,2010
3538,Marc Levoy,1,2004,2004,0,2004
3539,Marc Najork,1,1994,1994,0,1994
3540,Marc Olano,1,1997,1997,0,1997
3541,Marc P. Persoon,1,2003,2003,0,2003
3542,Marc Pottier,1,1995,1995,0,1995
3543,Marc R. Ilgen,1,1996,1996,0,1996
3544,Marc Rautenhaus,5,2016,2017.2,0.836660026534076,2018
3545,Marc Ruiz,1,2011,2011,0,2011
3546,Marc Stamminger,4,2002,2008.5,5.91607978309962,2014
3547,Marc Streit,13,2010,2014.23076923077,2.65059258009243,2018
3548,Marc Treib,1,2012,2012,0,2012
3549,Marc Weber,1,2001,2001,0,2001
3550,Marc Wolter,1,2008,2008,0,2008
3551,Marc-Antoine Parent,1,1996,1996,0,1996
3552,Marcel Breeuwer,5,2007,2010.2,3.11448230047949,2015
3553,Marcel Gavriliu,1,2001,2001,0,2001
3554,Marcel Hlawatsch,4,2011,2014.5,2.38047614284762,2016
3555,Marcel Worring,6,2010,2014.5,4.46094160463909,2020
3556,Marcel Wunderlich,1,2020,2020,0,2020
3557,Marcel van 't Veer,1,2018,2018,0,2018
3558,Marco Agus,5,2011,2017.4,3.91152144312159,2021
3559,Marco Ament,5,2010,2012.8,1.92353840616713,2015
3560,Marco Angelini,2,2012,2015,4.24264068711928,2018
3561,Marco C. DeRuiter,1,2016,2016,0,2016
3562,Marco Cavallo,1,2018,2018,0,2018
3563,Marco Foscato,1,2015,2015,0,2015
3564,Marco Hutter 0002,1,2017,2017,0,2017
3565,Marco Jenny,1,2010,2010,0,2010
3566,Marco Lanzagorta,2,1998,1999,1.4142135623731,2000
3567,Marco Olree,1,1996,1996,0,1996
3568,Marco Tarini,3,2003,2006.33333333333,3.51188458428425,2010
3569,Marco da Silva,1,2001,2001,0,2001
3570,Marcos Lage,2,2015,2015.5,0.707106781186548,2016
3571,Marcus A. Magnor,8,2004,2009.625,3.62284418654736,2015
3572,Marcus Dostie,1,2013,2013,0,2013
3573,Marcus Ewert,1,2009,2009,0,2009
3574,Marcus Grimm,1,1994,1994,0,1994
3575,Marcus Handte,1,2003,2003,0,2003
3576,Marcus Wagner,1,1994,1994,0,1994
3577,Mardelle Shepley,1,1994,1994,0,1994
3578,Marek Behr,1,2008,2008,0,2008
3579,Marek Franaszek,1,2005,2005,0,2005
3580,Marek Korkusinski,1,2005,2005,0,2005
3581,Marek Teichmann,1,1998,1998,0,1998
3582,Margaret Satterthwaite,1,2014,2014,0,2014
3583,Margaret-Anne D. Storey,2,1997,2003.5,9.19238815542512,2010
3584,Margit Pohl,2,2012,2014.5,3.53553390593274,2017
3585,Margo I. Seltzer,1,2013,2013,0,2013
3586,Maria C. Velez,1,2005,2005,0,2005
3587,Maria Cristina Ferreira de Oliveira,1,2004,2004,0,2004
3588,Maria Esteva,1,2011,2011,0,2011
3589,Maria Florencia Gargiulo,2,2014,2014.5,0.707106781186548,2015
3590,Maria Garcia de la Banda,1,2016,2016,0,2016
3591,Maria Luján Ganuza,3,2014,2016.33333333333,3.21455025366432,2020
3592,Maria M. Loughlin,1,1994,1994,0,1994
3593,Maria Shneerson,1,1997,1997,0,1997
3594,Maria Tekusova,1,2012,2012,0,2012
3595,Maria-Cruz Villa-Uriol,1,2021,2021,0,2021
3596,Maria-Elena Froese,1,2013,2013,0,2013
3597,Marian Dörk,5,2008,2011.8,2.86356421265527,2015
3598,Marian Talbert,1,2015,2015,0,2015
3599,Marianna Farmakis-Serebryakova,1,2020,2020,0,2020
3600,Marianna Jakab,1,2003,2003,0,2003
3601,Mariappan S. Nadar,1,2007,2007,0,2007
3602,Marie Vendettuoli,1,2013,2013,0,2013
3603,Marie desJardins,3,2000,2005.66666666667,6.02771377334171,2012
3604,Marie-Thérèse Forster,1,2004,2004,0,2004
3605,Marieke E. Ijsselsteijn,1,2020,2020,0,2020
3606,Marielle Mokhtari,1,2010,2010,0,2010
3607,Marilyn Tremaine,1,2005,2005,0,2005
3608,Marina E. Eremeeva,1,2007,2007,0,2007
3609,Mario Beric,1,2008,2008,0,2008
3610,Mario Correa,1,1999,1999,0,1999
3611,Mario Costa Sousa,2,2012,2014,2.82842712474619,2016
3612,Mario Hlawitschka,4,2005,2009.75,4.27200187265877,2015
3613,Mario Jelovic,5,2005,2010.4,4.15932686861708,2015
3614,Mario Luis Arrieta-Ortiz,1,2014,2014,0,2014
3615,Mario Romero,1,2008,2008,0,2008
3616,Mario Valle,1,2008,2008,0,2008
3617,Marios Nicolaou,1,2005,2005,0,2005
3618,Marjan Trutschl,1,2003,2003,0,2003
3619,Mark A. Christon,1,1992,1992,0,1992
3620,Mark A. Duchaineau,7,1997,2001.57142857143,3.20713490294909,2007
3621,Mark A. Livingston,5,1997,2008.8,6.94262198308391,2015
3622,Mark A. Robinson,1,2004,2004,0,2004
3623,Mark A. Whiting,8,2004,2008.375,3.20434972230828,2015
3624,Mark B. Mineev-Weinstein,1,1997,1997,0,1997
3625,Mark Bolstad,1,1992,1992,0,1992
3626,Mark Borowsky,2,2015,2015.5,0.707106781186548,2016
3627,Mark Brown,1,2004,2004,0,2004
3628,Mark C. Miller,4,1997,2000.5,4.12310562561766,2005
3629,Mark C. Price,1,2012,2012,0,2012
3630,Mark Derthick,3,1997,1999.66666666667,3.05505046330389,2003
3631,Mark Dieckmann,1,2000,2000,0,2000
3632,Mark Friedell,1,1991,1991,0,1991
3633,Mark Gahegan,1,2012,2012,0,2012
3634,Mark Giereth,2,2008,2008.5,0.707106781186548,2009
3635,Mark Gray,1,1996,1996,0,1996
3636,Mark Guzdial,1,1996,1996,0,1996
3637,Mark H. Chignell,1,2005,2005,0,2005
3638,Mark Igra,1,2016,2016,0,2016
3639,Mark Janus,1,1999,1999,0,1999
3640,Mark Last,1,2008,2008,0,2008
3641,Mark Needels,1,1991,1991,0,1991
3642,Mark Newman,1,2006,2006,0,2006
3643,Mark Pauly,1,2002,2002,0,2002
3644,Mark R. Noel,1,2000,2000,0,2000
3645,Mark R. Petersen,2,2011,2013,2.82842712474619,2015
3646,Mark S. Drew,1,2002,2002,0,2002
3647,Mark S. Peercy,1,1993,1993,0,1993
3648,Mark S. Smith,1,2009,2009,0,2009
3649,Mark Sifer,1,2006,2006,0,2006
3650,Mark Tautzenberger,1,2011,2011,0,2011
3651,Mark Vaudin,1,1996,1996,0,1996
3652,Mark Vincent LaPolla,1,1991,1991,0,1991
3653,Mark W. Jones,4,2009,2012.75,2.62995563967658,2015
3654,Mark Wallace 0001,1,2016,2016,0,2016
3655,Mark Wax,2,1997,1998,1.4142135623731,1999
3656,Mark van de Ruit,1,2021,2021,0,2021
