ID,Name,NumYears,MinYear,MeanYear,StdDevYears,MaxYear
514,Benjamin G. Wilde,1,2005,2005,0,2005
515,Benjamin Holland,1,2008,2008,0,2008
516,Benjamin Höferlin,3,2009,2011,1.73205080756888,2012
517,Benjamin J. Isaac,1,2016,2016,0,2016
518,Benjamin J. Raphael,1,2010,2010,0,2010
519,Benjamin Karer,1,2020,2020,0,2020
520,Benjamin Köhler 0001,1,2013,2013,0,2013
521,Benjamin Lee,2,2020,2020,0,2020
522,Benjamin Mora,1,2002,2002,0,2002
523,Benjamin Niedermann,1,2020,2020,0,2020
524,Benjamin P. Bowen,1,2017,2017,0,2017
525,Benjamin Rowland,1,2014,2014,0,2014
526,Benjamin Schindler,4,2009,2010.5,1.29099444873581,2012
527,Benjamin T. Readshaw,1,2019,2019,0,2019
528,Benjamin Tissoires,1,2009,2009,0,2009
529,Benjamin Tyner,1,2007,2007,0,2007
530,Benjamin W. Murphy,1,2004,2004,0,2004
531,Benjamin Watson,5,2004,2008.6,4.4497190922574,2014
532,Benjavan Upatising,1,2012,2012,0,2012
533,Benno Stein 0001,1,2020,2020,0,2020
534,Benoît Macq,1,2004,2004,0,2004
535,Beresford N. Parlett,1,2005,2005,0,2005
536,Berk Geveci,3,2004,2006,1.73205080756888,2007
537,Bernard Dimsdale,1,1990,1990,0,1990
538,Bernard Gosselin,1,2004,2004,0,2004
539,Bernard Grossman,1,1999,1999,0,1999
540,Bernard Kerr,1,2003,2003,0,2003
541,Bernd Finkbeiner,1,2021,2021,0,2021
542,Bernd Fröhlich 0001,4,1999,2007.75,8.84590300647707,2020
543,Bernd Girod,1,1996,1996,0,1996
544,Bernd Gutkauf,1,1994,1994,0,1994
545,Bernd Hamann,31,1990,2002.96774193548,5.99157114045914,2014
546,Bernd Hentschel 0001,1,2008,2008,0,2008
547,Bernd Sevenich,1,2001,2001,0,2001
548,Bernd Tomandl,2,2000,2000.5,0.707106781186548,2001
549,Bernhard E. Riecke,1,2012,2012,0,2012
550,Bernhard Fröhler,1,2018,2018,0,2018
551,Bernhard Geiger,1,1993,1993,0,1993
552,Bernhard Jenny,4,2012,2017.5,3.78593889720018,2020
553,Bernhard Kainz,2,2011,2012,1.4142135623731,2013
554,Bernhard Preim,19,2001,2011.63157894737,4.75173098653754,2018
555,Bernhard Sadransky,2,2012,2013,1.4142135623731,2014
556,Bernice E. Rogowitz,7,1993,1999,4.86483983977547,2008
557,Bertjan Broeksema,2,2012,2012.5,0.707106781186548,2013
558,Beth Yost,1,2006,2006,0,2006
559,Bettina Speckmann,7,2010,2015.57142857143,4.19750492781695,2021
560,Betul Salman,1,2016,2016,0,2016
561,Beverly E. Faulkner-Jones,1,2010,2010,0,2010
562,Bharath Kalidindi,1,2017,2017,0,2017
563,Bharathram Ganapathisubramani,2,2003,2003.5,0.707106781186548,2004
564,Bianca Tost,1,2017,2017,0,2017
565,Bilal Alsallakh,8,2012,2014.375,1.68501801601221,2017
566,Bilkis J. Ferdosi,1,2010,2010,0,2010
567,Bill Barrett,1,1994,1994,0,1994
568,Bill Fenner,1,1996,1996,0,1996
569,Bill Geisler,1,2004,2004,0,2004
570,Bill Howe,2,2015,2016.5,2.12132034355964,2018
571,Bill Mark,1,2004,2004,0,2004
572,Billy Cheung,1,2011,2011,0,2011
573,Bin Wang 0021,1,2018,2018,0,2018
574,Bin Wu 0001,1,2008,2008,0,2008
575,Bin Zhu,1,2020,2020,0,2020
576,Bing Ma,1,1998,1998,0,1998
577,Bing Ni,1,2015,2015,0,2015
578,Bing Wang 0007,1,2013,2013,0,2013
579,Bingchen Liu,1,2012,2012,0,2012
580,Binghan Xu,1,2014,2014,0,2014
581,Bingru Lin,2,2019,2019,0,2019
582,Binh Pham 0001,1,1990,1990,0,1990
583,Binjie Chen,1,2020,2020,0,2020
584,Bireswar Laha,2,2015,2015.5,0.707106781186548,2016
585,Birgit Henne,1,1999,1999,0,1999
586,Birgit Walter,1,1994,1994,0,1994
587,Biswaksen Patnaik,2,2018,2019.5,2.12132034355964,2021
588,Björn Hartmann,1,2013,2013,0,2013
589,Björn Krüger,1,2013,2013,0,2013
590,Björn Zehner,1,1999,1999,0,1999
591,Bjørn Heckel,2,1999,2001,2.82842712474619,2003
592,Bjørn Olstad,1,1991,1991,0,1991
593,Blair Lyons,1,2017,2017,0,2017
594,Blake Nelson,2,2011,2011.5,0.707106781186548,2012
595,Blaze Stancampiano,1,2002,2002,0,2002
596,Bo Dong 0001,2,2018,2019,1.4142135623731,2020
597,Bo Hyoung Kim,6,2009,2013.16666666667,4.3089055068157,2020
598,Bo Ma 0002,2,2018,2019,1.4142135623731,2020
599,Bo Qiao,1,2019,2019,0,2019
600,Bob Baddeley,1,2008,2008,0,2008
601,Bob Brown,1,1992,1992,0,1992
602,Bob Deletto,1,1999,1999,0,1999
603,Bob Fields,1,2015,2015,0,2015
604,Bob McGrew,1,2008,2008,0,2008
605,Bobbie-Jo M. Webb-Robertson,1,2004,2004,0,2004
606,Bobo Nick,1,2011,2011,0,2011
607,Bon Adriel Aseniero,1,2021,2021,0,2021
608,Bonan Li,1,2012,2012,0,2012
609,Bongshin Lee,24,2004,2013.375,4.89731514732041,2020
610,Bongwon Suh,2,2006,2006.5,0.707106781186548,2007
611,Boonthanome Nouanesengsy,2,2009,2010,1.4142135623731,2011
612,Boris Jeremic,2,2004,2004.5,0.707106781186548,2005
613,Boris Müller,1,2015,2015,0,2015
614,Boris Rabinovich,1,1997,1997,0,1997
615,Boris Yamrom,2,1991,1992.5,2.12132034355964,1994
616,Borislav Klarin,1,2009,2009,0,2009
617,Borys Flak,1,1997,1997,0,1997
618,Botong Qu,3,2019,2020,1,2021
619,Boudewijn P. F. Lelieveldt,5,2010,2016.6,3.91152144312159,2020
620,Bowen Alpern,3,1990,1991.33333333333,1.52752523165195,1993
621,Bowen Yu 0004,3,2014,2016.33333333333,2.51661147842358,2019
622,Boyan Zheng,1,2020,2020,0,2020
623,Boyang Gao,1,2021,2021,0,2021
624,Boyang Xie,1,2021,2021,0,2021
625,Boyd Kenkhuis,1,2020,2020,0,2020
626,Boyu Wang 0001,1,2020,2020,0,2020
627,Brad Colbert,1,1998,1998,0,1998
628,Brad Whitlock,1,2005,2005,0,2005
629,Bradford Smith,1,1992,1992,0,1992
630,Bradley C. Lowekamp,1,2002,2002,0,2002
631,Bram C. M. Cappers,1,2017,2017,0,2017
632,Bram Platel,1,2009,2009,0,2009
633,Brandon Heller,1,2011,2011,0,2011
634,Brandon Lloyd,1,2002,2002,0,2002
635,Brandon Wright,1,2009,2009,0,2009
636,Brant Peterson,1,2015,2015,0,2015
637,Brenda Caldwell Phillips,1,2012,2012,0,2012
638,Brendan Harmon,1,2010,2010,0,2010
639,Brendan Moyle,1,2020,2020,0,2020
640,Brent Fogleman,1,2010,2010,0,2010
641,Brent M. Dennis,1,2002,2002,0,2002
642,Bret Jackson,1,2013,2013,0,2013
643,Bri M. Collins,1,1991,1991,0,1991
644,Brian A. Wandell,1,2004,2004,0,2004
645,Brian C. McCann,1,2018,2018,0,2018
646,Brian Corrie,1,1993,1993,0,1993
647,Brian Cummings,1,2011,2011,0,2011
648,Brian D. Bue,1,2006,2006,0,2006
649,Brian D. Fisher,7,2007,2009.57142857143,2.22539456105675,2012
650,Brian D. Ondov,3,2018,2019,1,2020
651,Brian Denby,1,2006,2006,0,2006
652,Brian Duffy,2,2006,2007,1.4142135623731,2008
653,Brian E. Paul,3,1992,1992.66666666667,1.15470053837925,1994
654,Brian E. Smits,1,2000,2000,0,2000
655,Brian Hayden,1,1994,1994,0,1994
656,Brian Horst,1,2007,2007,0,2007
657,Brian Johnson,1,1991,1991,0,1991
658,Brian K. Christensen,1,1990,1990,0,1990
659,Brian K. Spears,1,2019,2019,0,2019
660,Brian L. Tieney,1,1991,1991,0,1991
661,Brian M. Tomaszewski,1,2010,2010,0,2010
662,Brian Meyers,1,2006,2006,0,2006
663,Brian N. Wylie,3,1996,2001.33333333333,5.5075705472861,2007
664,Brian Rexroad,1,2007,2007,0,2007
665,Brian Salomon,2,2003,2003.5,0.707106781186548,2004
666,Brian Summa,5,2011,2016.6,4.39317652729776,2021
667,Brian Van Essen,1,2019,2019,0,2019
668,Brian Y. Lim,1,2019,2019,0,2019
669,Brian Yin,1,2021,2021,0,2021
670,Brianne E. Sherman,1,2021,2021,0,2021
671,Bridger Herman,1,2019,2019,0,2019
672,Bridget Moynihan,1,2015,2015,0,2015
673,Britian Oates,1,2008,2008,0,2008
674,Britta Renner,1,2018,2018,0,2018
675,Britta Weber,1,2011,2011,0,2011
676,Brittany Kondo,1,2014,2014,0,2014
677,Brittany Terese Fasy,1,2021,2021,0,2021
678,Bruce F. Naylor,1,1992,1992,0,1992
679,Bruce H. McCormick,1,2004,2004,0,2004
680,Bruce H. Thomas,2,2016,2017.5,2.12132034355964,2019
681,Bruce Lucas,3,1991,1991.66666666667,0.577350269189626,1992
682,Bruce Rundell,1,1996,1996,0,1996
683,Bruno Gonçalves,1,2016,2016,0,2016
684,Bruno Jobard,4,1997,2000.25,2.5,2003
685,Bruno Lévy 0001,4,2001,2004.5,2.38047614284762,2006
686,Bruno Pinaud,1,2011,2011,0,2011
687,Bruno Raffin,1,2005,2005,0,2005
688,Bruno Vallet,1,2006,2006,0,2006
689,Bryan A. Pendleton,2,2006,2006.5,0.707106781186548,2007
690,Bryan Chan 0001,2,2007,2007.5,0.707106781186548,2008
691,Bryan Fry,1,1997,1997,0,1997
692,Bryan Genest,1,2016,2016,0,2016
693,Bryan Green,2,2004,2005,1.4142135623731,2006
694,Bryan Heer,1,2006,2006,0,2006
695,Bryan McDonnel,2,2009,2009.5,0.707106781186548,2010
696,Bryan Mehta,1,2006,2006,0,2006
697,Bryan S. Rosenburg,1,1994,1994,0,1994
698,Bum Chul Kwon,10,2011,2015,2,2018
699,Burkhard Wünsche,1,2012,2012,0,2012
700,Byeong-Seok Shin,1,1995,1995,0,1995
701,Byeonghun Lee,1,2010,2010,0,2010
702,Byonghyo Shim,1,2010,2010,0,2010
703,C. A. Burton,1,1995,1995,0,1995
704,C. Charles Law,1,1999,1999,0,1999
705,C. Goodrich,1,1994,1994,0,1994
706,C. Hansen,1,1992,1992,0,1992
707,C. Harris,1,1991,1991,0,1991
708,C. Nafis,1,1993,1993,0,1993
709,C. Ryan Johnson,1,2005,2005,0,2005
710,C. S. Jones,1,1992,1992,0,1992
711,C. Small,1,1992,1992,0,1992
712,C. Thornborrow,1,1993,1993,0,1993
713,Cagatay Goncu,1,2012,2012,0,2012
714,Cagatay Turkay,11,2011,2015.63636363636,3.32483765837453,2021
715,Caitlin Gutheil,1,2016,2016,0,2016
716,Caitlyn M. McColeman,3,2020,2020.33333333333,0.577350269189626,2021
717,Caixia Zhang,2,2002,2003,1.4142135623731,2004
718,Caleb Robinson,1,2019,2019,0,2019
719,Calle Winskog,1,2006,2006,0,2006
720,Calvin Yau,1,2020,2020,0,2020
721,Camilla Forsell,5,2002,2009,5.33853912601566,2015
722,Can Liu 0004,1,2019,2019,0,2019
723,Carey L. Williamson,2,2008,2009,1.4142135623731,2010
724,Carissa Mai-Ping Knipe,1,2014,2014,0,2014
725,Carl F. Cerco,2,1996,1998,2.82842712474619,2000
726,Carl Manaster,1,1999,1999,0,1999
727,Carl-Fredrik Westin,3,2006,2007.66666666667,1.52752523165195,2009
728,Carla E. Brodley,1,2012,2012,0,2012
729,Carla Floricel,1,2021,2021,0,2021
730,Carla S. Williams,1,1992,1992,0,1992
731,Carlo Pierpaoli,1,2001,2001,0,2001
732,Carlos A. Dietrich,2,2008,2011,4.24264068711928,2014
733,Carlos D. Correa,13,2005,2008.61538461538,1.80455264717055,2011
734,Carlos E. Ruiz,1,2014,2014,0,2014
735,Carlos J. Felix,1,2012,2012,0,2012
736,Carlos Scheidegger,18,2005,2013.11111111111,5.23437606696897,2021
737,Carmen Hull,1,2021,2021,0,2021
738,Carol L. Hunter,1,1997,1997,0,1997
739,Carol Readhead,1,1998,1998,0,1998
740,Carola Wenk,1,2021,2021,0,2021
741,Carolina Nobre,2,2018,2018.5,0.707106781186548,2019
742,Carolina Ruiz,1,2011,2011,0,2011
743,Caroline Paxson,1,1993,1993,0,1993
744,Caroline Ziemkiewicz,10,2007,2011.4,2.75680975041804,2015
745,Carolyn Dunmire,1,1996,1996,0,1996
746,Carolyn L. Phillips,1,2015,2015,0,2015
747,Carrie Varley,1,2009,2009,0,2009
748,Carson Brownlee,1,2016,2016,0,2016
749,Carsten Colditz,1,2002,2002,0,2002
750,Carsten Dachsbacher,4,2014,2017,2.94392028877595,2020
751,Carsten Görg,5,2007,2008.2,1.78885438199983,2011
752,Carsten Stoll,1,2005,2005,0,2005
753,Carter Emmart,4,2015,2017.75,2.21735578260835,2020
754,Casey M. Canfield,1,2011,2011,0,2011
755,Casimir J. H. Ludwig,1,2019,2019,0,2019
756,Cassiano Sugiyama,1,2018,2018,0,2018
757,Caterina Rosano,1,2013,2013,0,2013
758,Catherine M. Wilson,1,1996,1996,0,1996
759,Catherine Plaisant,15,2002,2008.93333333333,5.0915429413695,2020
760,Cecilia R. Aragon,2,2007,2007.5,0.707106781186548,2008
761,Cecilia di Sciascio,1,2015,2015,0,2015
762,Cecily C. Ritch,1,2021,2021,0,2021
763,Cem Yuksel,1,2006,2006,0,2006
764,Cesar Palomo,1,2015,2015,0,2015
765,Chad A. Steed,2,2009,2013.5,6.36396103067893,2018
766,Chad Jones,2,2009,2009.5,0.707106781186548,2010
767,Chaitanya Chandurkar,1,2018,2018,0,2018
768,Chandan K. Reddy,2,2008,2010.5,3.53553390593274,2013
769,Chandrajit L. Bajaj,7,1994,1999.14285714286,3.28778402720188,2004
770,Chandrakant D. Patel,1,2012,2012,0,2012
771,Chang Ha Lee,1,2004,2004,0,2004
772,Chang-Sung Jeong,1,1998,1998,0,1998
773,Changbo Wang,3,2019,2020,1,2021
774,Changgong Zhang,1,2015,2015,0,2015
775,Changhong Zhang,1,2019,2019,0,2019
776,Changhyun Lee,1,2013,2013,0,2013
777,Changjian Chen,1,2018,2018,0,2018
778,Chao Chen 0004,1,2019,2019,0,2019
779,Chao Han,1,2011,2011,0,2011
780,Chao Ma 0023,2,2015,2015.5,0.707106781186548,2016
781,Chao Wang 0063,1,2012,2012,0,2012
782,Chaoguang Lin,1,2017,2017,0,2017
783,Chaoli Wang 0001,9,2003,2013.44444444444,6.65415492589238,2021
784,Chaomei Chen,8,1999,2004.75,3.10529501704059,2009
785,Charbel Farhat,1,1994,1994,0,1994
786,Charidimos E. Gasparakis,1,1999,1999,0,1999
787,Charilaos Papadopoulos,2,2013,2014,1.4142135623731,2015
788,Charisee Chiw,1,2015,2015,0,2015
789,Charl P. Botha,5,2005,2007.6,2.07364413533277,2010
790,Charles A. H. Baker,1,2002,2002,0,2002
791,Charles Aldrich,1,1997,1997,0,1997
792,Charles Berret,1,2020,2020,0,2020
793,Charles D. Hansen,27,1992,2003.40740740741,6.62314856137901,2020
794,Charles D. Stolper,3,2012,2013.33333333333,1.15470053837925,2014
795,Charles Falkenberg,1,1995,1995,0,1995
796,Charles Grant,1,1994,1994,0,1994
797,Charles Gueunet,1,2017,2017,0,2017
798,Charles L. Feldman,1,2011,2011,0,2011
799,Charles Meneveau,1,2012,2012,0,2012
800,Charles Perin,10,2013,2016.5,2.0138409955991,2019
801,Charles R. Dyer,3,1992,1992.66666666667,1.15470053837925,1994
802,Charles R. G. Guttmann,1,2003,2003,0,2003
803,Charles Rozhon,1,2018,2018,0,2018
804,Chas Williams,1,1996,1996,0,1996
805,Chat Wacharamanotham,1,2020,2020,0,2020
806,Chee-Keng Yap,1,2006,2006,0,2006
807,Chelsea S. Yeh,2,2013,2014,1.4142135623731,2015
808,Chen Bao,3,2017,2018,1,2019
809,Chen Chen,1,2019,2019,0,2019
810,Chen Shi,1,2020,2020,0,2020
811,Chen Yu,1,2008,2008,0,2008
812,Cheng Deng,1,2016,2016,0,2016
813,Cheng Li,1,2016,2016,0,2016
814,Cheng Tang,1,2018,2018,0,2018
815,Cheng Zheng,1,2007,2007,0,2007
816,Cheng-Kai Chen,1,2010,2010,0,2010
817,Chengbo Zheng,1,2020,2020,0,2020
818,Chengliang Chai,1,2021,2021,0,2021
819,Chenglong Wang,1,2018,2018,0,2018
820,Chengqiao Lin,1,2020,2020,0,2020
821,Chengshun Wang,1,2021,2021,0,2021
822,Chengwei Feng,1,2000,2000,0,2000
823,Chenhui Li,3,2019,2020,1,2021
824,Chenyang Ji,1,2017,2017,0,2017
825,Cheong S. Ang,1,1994,1994,0,1994
826,Cherilyn Michaels,1,1997,1997,0,1997
827,Cheryl Z. Qian,3,2009,2013,5.29150262212918,2019
828,Chester Grosch,1,1997,1997,0,1997
829,Cheuk Yiu Ip,2,2011,2011.5,0.707106781186548,2012
830,Chhandomay Mandal,2,1996,1996.5,0.707106781186548,1997
831,Chi-Bin Chien,1,2009,2009,0,2009
832,Chi-Chun Pan,4,2007,2007.25,0.5,2008
833,Chi-Keung Tang,1,1998,1998,0,1998
834,Chi-Lun Lin,1,2013,2013,0,2013
835,Chi-Tang Chang,1,2004,2004,0,2004
836,Chi-Wing Fu,16,2006,2015.1875,5.30683521507876,2021
837,Chia Shen,1,2012,2012,0,2012
838,Chieh-Cheng Yen,1,1990,1990,0,1990
839,Chiew-Lan Tai,1,2008,2008,0,2008
840,Chin-Yew Lin,1,2021,2021,0,2021
841,Ching-Shan Chou,1,2019,2019,0,2019
842,Ching-Yung Lin,1,2015,2015,0,2015
843,Chittayong Surakitbanharn,1,2019,2019,0,2019
844,Chong Zhang,1,2015,2015,0,2015
845,Chongxuan Li,1,2016,2016,0,2016
846,Chris Bentley,1,1996,1996,0,1996
847,Chris Brunsdon,1,2007,2007,0,2007
848,Chris Bryan,4,2015,2016.25,1.25830573921179,2018
849,Chris E. Weaver,13,2004,2008.69230769231,2.83973635468199,2013
850,Chris Faigle,1,1993,1993,0,1993
851,Chris Gale,1,2020,2020,0,2020
852,Chris Hendrickson,1,1999,1999,0,1999
853,Chris Henze,3,1998,2001,4.35889894354067,2006
854,Chris Ho,1,2010,2010,0,2010
855,Chris J. Hughes,1,2011,2011,0,2011
856,Chris Morley,1,1994,1994,0,1994
857,Chris Muelder,5,2008,2009.6,2.50998007960223,2014
858,Chris Newbern,1,2004,2004,0,2004
859,Chris North 0001,25,2002,2010.56,5.40123442680776,2020
860,Chris Pelkie,1,1993,1993,0,1993
861,Chris Rooney,2,2012,2012.5,0.707106781186548,2013
862,Chris Shaw 0002,8,1996,2003.75,6.08863109175031,2010
863,Chris Stolte,6,1999,2003.16666666667,3.65604522218567,2008
864,Chris Tector,1,1994,1994,0,1994
865,Chris Weigle,5,1996,2003.6,4.50555213042752,2008
866,Chris Yi,1,2018,2018,0,2018
867,Christian Blecha,1,2018,2018,0,2018
868,Christian Dick,3,2009,2011.33333333333,2.51661147842358,2014
869,Christian Döring,1,2008,2008,0,2008
870,Christian Frisson,1,2019,2019,0,2019
871,Christian Godenschwager,1,2013,2013,0,2013
872,Christian Gusenbauer,1,2013,2013,0,2013
873,Christian H. Bischof,1,2008,2008,0,2008
874,Christian Hansen 0001,1,2006,2006,0,2006
875,Christian Heine 0002,4,2006,2012.5,5.97215762238964,2020
876,Christian Hirsch,1,2011,2011,0,2011
877,Christian Lauterbach,2,2007,2007.5,0.707106781186548,2008
878,Christian Ledergerber,2,2008,2008,0,2008
879,Christian Luksch,2,2015,2017,2.82842712474619,2019
880,Christian Panse,5,2002,2004,1.4142135623731,2006
881,Christian Partl,4,2010,2012,1.82574185835055,2014
882,Christian Posse,1,2004,2004,0,2004
883,Christian Pölitz,1,2010,2010,0,2010
884,Christian Richter,1,2015,2015,0,2015
885,Christian Rieder,1,2011,2011,0,2011
886,Christian Rohrdantz,5,2009,2009.8,1.09544511501033,2011
887,Christian Roux,1,1994,1994,0,1994
888,Christian Rössl,4,2003,2010.5,7.59385716659634,2018
889,Christian Scheible,1,2011,2011,0,2011
890,Christian Schulte zu Berge,2,2014,2014.5,0.707106781186548,2015
891,Christian Schumann,1,2011,2011,0,2011
892,Christian Sigg,3,2003,2004.33333333333,1.15470053837925,2005
893,Christian Teitzel,1,1999,1999,0,1999
894,Christian Tietjen,2,2002,2008,8.48528137423857,2014
895,Christian Tominski,5,2009,2013.8,4.26614580154031,2020
896,Christian Wolf 0001,1,2021,2021,0,2021
897,Christina K. Yung,1,2000,2000,0,2000
898,Christina Stoiber,1,2017,2017,0,2017
899,Christine Mégard,1,2006,2006,0,2006
900,Christine Nothelfer,3,2013,2017.33333333333,3.78593889720018,2020
901,Christine Tang,1,2021,2021,0,2021
902,Christof Rezk-Salama,3,1999,2004.33333333333,4.72581562625261,2008
903,Christof Seeger,1,2016,2016,0,2016
904,Christoph Berger,1,2003,2003,0,2003
905,Christoph Csallner,1,2003,2003,0,2003
906,Christoph Flamm,1,2006,2006,0,2006
907,Christoph Garth,17,2004,2010.64705882353,5.32612871219083,2021
908,Christoph Granacher,1,2009,2009,0,2009
909,Christoph Hafemeister,1,2014,2014,0,2014
910,Christoph Haider,1,2003,2003,0,2003
911,Christoph Heinzl,7,2007,2012.71428571429,3.72890894294322,2018
912,Christoph Hennersperger,1,2015,2015,0,2015
913,Christoph Kubisch,1,2008,2008,0,2008
914,Christoph Lürig,2,1997,1997.5,0.707106781186548,1998
915,Christoph M. Bösch,1,2012,2012,0,2012
916,Christoph M. Hoffmann,2,2003,2006.5,4.94974746830583,2010
917,Christoph Müller 0001,2,2009,2010.5,2.12132034355964,2012
918,Christoph P. E. Zollikofer,1,2011,2011,0,2011
919,Christoph Peters 0002,2,2019,2019.5,0.707106781186548,2020
920,Christoph Russ,1,2014,2014,0,2014
921,Christoph S. Garbe,1,2004,2004,0,2004
922,Christoph Schulz,2,2016,2016.5,0.707106781186548,2017
923,Christoph Schär,1,2019,2019,0,2019
924,Christoph Wimmer,1,2012,2012,0,2012
925,Christophe Hurter,12,2009,2015.33333333333,3.8455011101128,2020
926,Christophe Lenglet,1,2019,2019,0,2019
927,Christophe Mion,2,2005,2005.5,0.707106781186548,2006
928,Christophe Viau,1,2010,2010,0,2010
929,Christophe Winkler,1,1999,1999,0,1999
930,Christopher Ahlberg,2,1995,2000,7.07106781186548,2005
931,Christopher Andrews,6,2009,2012,2.82842712474619,2017
932,Christopher B. Cox,1,1990,1990,0,1990
933,Christopher Burns,1,2007,2007,0,2007
934,Christopher Carner,1,2005,2005,0,2005
935,Christopher Collins 0001,16,2007,2014.4375,4.4267181221909,2021
936,Christopher D. Lee,1,2000,2000,0,2000
937,Christopher DeCoro,1,2002,2002,0,2002
938,Christopher G. Healey,8,1996,2002.625,6.30051018342392,2015
939,Christopher Gates 0002,1,2017,2017,0,2017
940,Christopher Giertsen,1,2008,2008,0,2008
941,Christopher Hahn,1,2021,2021,0,2021
942,Christopher J. Garasi,1,2002,2002,0,2002
943,Christopher J. Hasser,1,2001,2001,0,2001
944,Christopher J. Kocmoud,1,1998,1998,0,1998
945,Christopher J. Morris,1,2002,2002,0,2002
946,Christopher J. Morris 0001,1,2002,2002,0,2002
947,Christopher James Headleand,2,2015,2016,1.4142135623731,2017
948,Christopher K. Breuer,1,2008,2008,0,2008
949,Christopher Koehler,1,2011,2011,0,2011
950,Christopher M. White,1,2017,2017,0,2017
951,Christopher Mears,2,2013,2014.5,2.12132034355964,2016
952,Christopher Nimsky,2,2005,2005.5,0.707106781186548,2006
953,Christopher O. Jaynes,1,2001,2001,0,2001
954,Christopher Olston,2,2000,2001,1.4142135623731,2002
955,Christopher P. Diehl,1,2008,2008,0,2008
956,Christopher P. Kappe,1,2015,2015,0,2015
957,Christopher R. Johnson 0001,14,1992,2005,9.99230473144979,2020
958,Christopher R. Schwalm,1,2014,2014,0,2014
959,Christopher R. Volpe,3,1991,1993.33333333333,3.21455025366432,1997
960,Christopher Richard Wren,1,2007,2007,0,2007
961,Christopher S. Co,2,2003,2004.5,2.12132034355964,2006
962,Christopher Scannell,1,1998,1998,0,1998
963,Christopher Schwartz,1,2008,2008,0,2008
964,Christopher Wood,1,2011,2011,0,2011
965,Christopher deFilippi,1,2017,2017,0,2017
966,Chuan Bu,1,2020,2020,0,2020
967,Chuan-Kai Yang,2,1997,1998.5,2.12132034355964,2000
968,Chuck Baker,1,1999,1999,0,1999
969,Chuck Stein,1,1996,1996,0,1996
970,Chuck Woodbury,1,1996,1996,0,1996
971,Chufan Lai,2,2014,2014.5,0.707106781186548,2015
972,Chufeng Wang,1,2021,2021,0,2021
973,Chun-Ming Chen,2,2015,2015.5,0.707106781186548,2016
974,Chunyao Qian,1,2020,2020,0,2020
975,Cindy Chamberland,1,2012,2012,0,2012
976,Cindy Grimm,1,2012,2012,0,2012
977,Cindy Jin,1,2018,2018,0,2018
978,Cindy Starr,1,1996,1996,0,1996
979,Cindy Xiong,5,2019,2019.8,0.836660026534076,2021
980,Claes Lundström,5,2006,2010.4,4.72228758124704,2018
981,Claude Andriot,1,2006,2006,0,2006
982,Claudia Müller-Birn,1,2009,2009,0,2009
983,Claudio Delrieux,1,2019,2019,0,2019
984,Claudio Montani,4,1994,1999.5,5,2006
985,Claudio Rocchini,2,1998,1999,1.4142135623731,2000
986,Claurissa Tuttle,1,2010,2010,0,2010
987,Claus Peter Heussel,1,2003,2003,0,2003
988,Clayton H. Lewis,1,1990,1990,0,1990
989,Clemens Arbesser,1,2016,2016,0,2016
990,Clemens H. Cap,1,2013,2013,0,2013
991,Clemens Nylandsted Klokmose,1,2018,2018,0,2018
992,Clemens Simmer,1,2002,2002,0,2002
993,Clemens W. G. M. Löwik,1,2010,2010,0,2010
994,Clement Shimizu,1,2005,2005,0,2005
995,Clifford A. Shaffer,2,1998,1998.5,0.707106781186548,1999
996,Clifford Beshers,1,1992,1992,0,1992
997,Clifton D. Fuller,2,2019,2020,1.4142135623731,2021
998,Cláudio T. Silva,45,1994,2008.66666666667,7.78693544575551,2020
999,Cody Dunne,5,2018,2019.6,1.14017542509914,2021
1000,Colin Fredericks,1,2016,2016,0,2016
1001,Colin Mollenhour,1,2006,2006,0,2006
1002,Colin Murray,1,2004,2004,0,2004
1003,Colin N. Dewey,1,2011,2011,0,2011
1004,Colin R. F. Monks,1,1996,1996,0,1996
